date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2025-08-30,2025,8,30,port23,Alexandria,Egypt,EGY,4,2,7,1,1,14,15,26943,52347,9386,1190,0,89867,89867,25414,3314,6976,0,2848,35704,38553
2025-08-31,2025,8,31,port2044,El Dekheila,Egypt,EGY,3,1,1,0,2,5,7,1687,166861,1703,0,5905,170252,176158,2405,0,1060,0,30288,3465,33754
2025-08-31,2025,8,31,port23,Alexandria,Egypt,EGY,5,1,2,2,3,10,13,29219,23764,6136,899,66848,60019,126868,85296,3314,613,0,0,89224,89224
2025-09-01,2025,9,1,port2044,El Dekheila,Egypt,EGY,0,0,1,0,0,1,1,0,0,6437,0,0,6437,6437,0,0,0,0,0,0,0
2025-09-01,2025,9,1,port23,Alexandria,Egypt,EGY,2,4,5,0,3,11,14,0,96259,9329,0,55360,105589,160949,34281,9942,2454,0,0,46678,46678
2025-09-02,2025,9,2,port2044,El Dekheila,Egypt,EGY,2,1,1,0,1,4,5,4207,8060,1496,0,31736,13763,45500,7740,0,0,0,0,7740,7740
2025-09-02,2025,9,2,port23,Alexandria,Egypt,EGY,6,3,3,0,0,12,12,131465,47529,5252,0,0,184247,184247,37363,6628,1966,0,0,45958,45958
2025-09-03,2025,9,3,port2044,El Dekheila,Egypt,EGY,2,2,2,0,2,6,8,0,83751,11432,0,5905,95184,101089,4074,0,0,0,9098,4074,13173
2025-09-03,2025,9,3,port23,Alexandria,Egypt,EGY,4,4,1,1,0,10,10,8435,95059,1890,947,0,106333,106333,37052,13256,0,0,0,50308,50308
2025-09-04,2025,9,4,port2044,El Dekheila,Egypt,EGY,4,0,1,0,1,5,6,20274,0,1703,0,0,21977,21977,2524,0,1060,0,28786,3584,32371
2025-09-04,2025,9,4,port23,Alexandria,Egypt,EGY,3,2,4,1,2,10,12,19124,50662,5252,437,37056,75475,112532,22154,0,3193,0,0,25347,25347
2025-09-05,2025,9,5,port2044,El Dekheila,Egypt,EGY,1,5,0,0,0,6,6,540,143634,0,0,0,144174,144174,0,37276,0,0,0,37276,37276
2025-09-05,2025,9,5,port23,Alexandria,Egypt,EGY,6,4,3,1,1,14,15,11963,116734,5171,0,0,133869,133869,67893,13541,7808,463,5531,89707,95238
2025-09-06,2025,9,6,port2044,El Dekheila,Egypt,EGY,3,0,1,0,0,4,4,2192,0,3270,0,0,5463,5463,13114,0,0,0,0,13114,13114
2025-09-06,2025,9,6,port23,Alexandria,Egypt,EGY,5,1,1,0,1,7,8,80691,23764,1854,0,4292,106310,110603,18495,3314,613,0,0,22423,22423
2025-09-07,2025,9,7,port2044,El Dekheila,Egypt,EGY,2,1,0,0,0,3,3,3968,41109,0,0,0,45078,45078,2179,0,0,0,0,2179,2179
2025-09-07,2025,9,7,port23,Alexandria,Egypt,EGY,4,2,3,0,1,9,10,25306,17408,1854,0,9685,44570,54255,19867,33170,6979,0,6693,60016,66710
2025-09-08,2025,9,8,port2044,El Dekheila,Egypt,EGY,2,7,0,0,3,9,12,2192,262577,0,0,15474,264770,280245,2587,9680,0,0,24191,12268,36459
2025-09-08,2025,9,8,port23,Alexandria,Egypt,EGY,5,5,3,2,1,15,16,28574,95217,10841,649,0,135282,135282,123083,9942,882,729,4135,134638,138773
2025-09-09,2025,9,9,port2044,El Dekheila,Egypt,EGY,5,1,0,0,0,6,6,9361,37474,0,0,0,46836,46836,7145,4840,0,0,0,11986,11986
2025-09-09,2025,9,9,port23,Alexandria,Egypt,EGY,2,2,2,1,1,7,8,8435,40128,0,1357,15261,49921,65182,26239,0,2943,30,0,29213,29213
2025-09-10,2025,9,10,port2044,El Dekheila,Egypt,EGY,1,0,0,0,0,1,1,4263,0,0,0,0,4263,4263,0,0,0,0,0,0,0
2025-09-10,2025,9,10,port23,Alexandria,Egypt,EGY,5,4,1,0,0,10,10,60709,129523,1854,0,0,192087,192087,6165,9942,613,0,0,16720,16720
2025-09-11,2025,9,11,port2044,El Dekheila,Egypt,EGY,3,1,0,0,5,4,9,0,174627,0,0,39165,174627,213793,9731,0,0,0,57548,9731,67280
2025-09-11,2025,9,11,port23,Alexandria,Egypt,EGY,7,1,2,0,0,10,10,231127,42840,3397,0,0,277365,277365,34008,0,1353,0,0,35361,35361
2025-09-12,2025,9,12,port2044,El Dekheila,Egypt,EGY,2,4,1,0,0,7,7,6336,114382,1109,0,0,121828,121828,2179,0,0,0,0,2179,2179
2025-09-12,2025,9,12,port23,Alexandria,Egypt,EGY,4,6,2,1,3,13,16,16871,125087,3495,835,33940,146290,180231,28420,16570,1396,0,0,46387,46387
2025-09-13,2025,9,13,port2044,El Dekheila,Egypt,EGY,4,2,0,0,0,6,6,5806,121569,0,0,0,127375,127375,4908,0,0,0,0,4908,4908
2025-09-13,2025,9,13,port23,Alexandria,Egypt,EGY,5,3,3,1,0,12,12,16932,91306,12720,0,0,120960,120960,26195,3314,0,0,0,29509,29509
2025-09-14,2025,9,14,port2044,El Dekheila,Egypt,EGY,2,1,0,1,1,4,5,2192,37474,0,1127,0,40795,40795,8762,4840,0,110,14961,13712,28674
2025-09-14,2025,9,14,port23,Alexandria,Egypt,EGY,3,2,3,1,0,9,9,0,9136,3709,1357,0,14203,14203,13765,0,5147,30,0,18944,18944
2025-09-15,2025,9,15,port2044,El Dekheila,Egypt,EGY,2,1,0,0,2,3,5,5451,13637,0,0,3696,19088,22785,389,0,0,0,0,389,389
2025-09-15,2025,9,15,port23,Alexandria,Egypt,EGY,6,2,2,0,1,10,11,44096,47529,5157,0,0,96784,96784,17816,6628,613,0,0,25058,25058
2025-09-16,2025,9,16,port2044,El Dekheila,Egypt,EGY,1,4,0,0,0,5,5,0,185350,0,0,0,185350,185350,1125,14520,0,0,0,15646,15646
2025-09-16,2025,9,16,port23,Alexandria,Egypt,EGY,3,1,1,1,2,6,8,15485,23764,3396,871,17309,43518,60828,11185,3314,0,0,6989,14499,21489
2025-09-17,2025,9,17,port2044,El Dekheila,Egypt,EGY,4,0,1,0,2,5,7,2729,0,14285,0,0,17014,17014,7496,0,0,0,936,7496,8433
2025-09-17,2025,9,17,port23,Alexandria,Egypt,EGY,5,2,1,0,0,8,8,10959,70689,8717,0,0,90365,90365,62234,0,0,0,0,62234,62234
2025-09-18,2025,9,18,port2044,El Dekheila,Egypt,EGY,2,3,0,0,0,5,5,9813,111907,0,0,0,121721,121721,0,28676,0,0,0,28676,28676
2025-09-18,2025,9,18,port23,Alexandria,Egypt,EGY,3,2,5,0,1,10,11,16871,47529,7920,0,0,72322,72322,18887,6628,4830,0,2251,30345,32596
2025-09-19,2025,9,19,port2044,El Dekheila,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-19,2025,9,19,port23,Alexandria,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-20,2025,9,20,port2044,El Dekheila,Egypt,EGY,4,1,0,0,1,5,6,19159,37474,0,0,0,56634,56634,6276,4840,0,0,1942,11116,13059
2025-09-20,2025,9,20,port23,Alexandria,Egypt,EGY,6,3,4,2,1,15,16,136337,48792,2424,0,0,187554,187554,27911,6891,1754,0,27755,36557,64313
2025-09-21,2025,9,21,port2044,El Dekheila,Egypt,EGY,0,2,0,0,1,2,3,0,68573,0,0,37628,68573,106202,0,4840,0,0,0,4840,4840
2025-09-21,2025,9,21,port23,Alexandria,Egypt,EGY,5,3,1,0,0,9,9,16871,38547,0,0,0,55418,55418,33075,47552,815,0,0,81443,81443
2025-09-22,2025,9,22,port2044,El Dekheila,Egypt,EGY,2,5,1,0,0,8,8,1567,167759,1703,0,0,171030,171030,4871,14520,1060,0,0,20452,20452
2025-09-22,2025,9,22,port23,Alexandria,Egypt,EGY,4,8,4,1,3,17,20,11026,206441,4584,2283,1370,224336,225707,101141,20169,4473,0,5531,125784,131315
2025-09-23,2025,9,23,port2044,El Dekheila,Egypt,EGY,0,1,0,0,0,1,1,0,2889,0,0,0,2889,2889,0,0,0,0,0,0,0
2025-09-23,2025,9,23,port23,Alexandria,Egypt,EGY,5,2,4,1,1,12,13,9046,0,3709,0,0,12756,12756,30464,36280,2389,0,4632,69133,73766
2025-09-24,2025,9,24,port2044,El Dekheila,Egypt,EGY,4,1,1,0,0,6,6,2192,30942,0,0,0,33135,33135,11009,0,238,0,0,11247,11247
2025-09-24,2025,9,24,port23,Alexandria,Egypt,EGY,6,1,1,0,2,8,10,53485,63504,0,0,0,116989,116989,25883,0,4082,0,5049,29966,35015
2025-09-25,2025,9,25,port2044,El Dekheila,Egypt,EGY,1,4,0,0,1,5,6,0,155860,0,0,0,155860,155860,23703,9680,0,0,29047,33384,62432
2025-09-25,2025,9,25,port23,Alexandria,Egypt,EGY,2,4,6,1,1,13,14,13055,114381,8247,0,0,135684,135684,80479,6913,2630,0,279,90023,90303
2025-09-26,2025,9,26,port2044,El Dekheila,Egypt,EGY,3,2,1,0,0,6,6,3627,26775,1703,0,0,32106,32106,5347,1348,1060,0,0,7756,7756
2025-09-26,2025,9,26,port23,Alexandria,Egypt,EGY,4,1,4,3,2,12,14,17896,35524,10077,1357,30002,64855,94857,3346,0,5433,30,2483,8810,11293
2025-09-27,2025,9,27,port2044,El Dekheila,Egypt,EGY,2,3,2,0,0,7,7,987,64092,1079,0,0,66160,66160,1616,38038,584,0,0,40240,40240
2025-09-27,2025,9,27,port23,Alexandria,Egypt,EGY,7,4,3,0,0,14,14,27381,61914,4713,0,0,94009,94009,203759,13541,613,0,0,217914,217914
2025-09-28,2025,9,28,port2044,El Dekheila,Egypt,EGY,1,1,1,0,0,3,3,3602,37474,0,0,0,41076,41076,0,4840,1652,0,0,6493,6493
2025-09-28,2025,9,28,port23,Alexandria,Egypt,EGY,4,2,2,0,1,8,9,31845,111753,1854,0,1875,145453,147329,17283,0,2266,0,0,19549,19549
2025-09-29,2025,9,29,port2044,El Dekheila,Egypt,EGY,2,2,0,0,1,4,5,892,38154,0,0,5905,39047,44953,5476,4840,0,0,9098,10316,19415
2025-09-29,2025,9,29,port23,Alexandria,Egypt,EGY,3,5,9,0,0,17,17,30768,108237,10261,0,0,149267,149267,17562,16855,5633,0,0,40051,40051
2025-09-30,2025,9,30,port2044,El Dekheila,Egypt,EGY,2,3,2,0,0,7,7,3851,37758,2286,0,0,43897,43897,2179,0,0,0,0,2179,2179
2025-09-30,2025,9,30,port23,Alexandria,Egypt,EGY,3,1,0,0,0,4,4,0,5427,0,0,0,5427,5427,34658,0,0,0,0,34658,34658
2025-10-01,2025,10,1,port2044,El Dekheila,Egypt,EGY,2,2,0,0,0,4,4,2192,42726,0,0,0,44919,44919,8168,4840,0,0,0,13009,13009
2025-10-01,2025,10,1,port23,Alexandria,Egypt,EGY,3,0,3,2,1,8,9,15971,0,5143,1459,8814,22574,31388,30294,0,1227,0,0,31522,31522
2025-10-02,2025,10,2,port2044,El Dekheila,Egypt,EGY,3,3,0,0,0,6,6,5727,58839,0,0,0,64567,64567,2859,55476,0,0,0,58335,58335
2025-10-02,2025,10,2,port23,Alexandria,Egypt,EGY,5,1,2,1,0,9,9,234616,23764,3734,0,0,262116,262116,7526,3314,613,0,0,11454,11454
2025-10-03,2025,10,3,port2044,El Dekheila,Egypt,EGY,1,3,0,0,4,4,8,0,130959,0,0,13680,130959,144639,2253,9680,0,0,19320,11934,31255
2025-10-03,2025,10,3,port23,Alexandria,Egypt,EGY,3,3,4,2,2,12,14,7985,61914,3709,5137,1652,78747,80399,74084,13541,4966,0,3978,92593,96571
2025-10-04,2025,10,4,port2044,El Dekheila,Egypt,EGY,2,3,0,0,0,5,5,2192,100993,0,0,0,103185,103185,2785,4840,0,0,0,7626,7626
2025-10-04,2025,10,4,port23,Alexandria,Egypt,EGY,4,0,5,1,1,10,11,19300,0,8283,1729,8654,29313,37968,19161,0,2797,0,3494,21958,25453
2025-10-05,2025,10,5,port2044,El Dekheila,Egypt,EGY,2,0,0,0,1,2,3,4385,0,0,0,0,4385,4385,4359,0,0,0,32580,4359,36940
2025-10-05,2025,10,5,port23,Alexandria,Egypt,EGY,1,1,3,0,0,5,5,7985,23764,3709,0,0,35460,35460,7526,3314,1227,0,0,12067,12067
2025-10-06,2025,10,6,port2044,El Dekheila,Egypt,EGY,1,4,0,0,1,5,6,3233,95498,0,0,0,98731,98731,0,22779,0,0,4647,22779,27426
2025-10-06,2025,10,6,port23,Alexandria,Egypt,EGY,5,7,9,0,3,21,24,13329,159247,14337,0,41076,186914,227991,213163,24850,5139,0,2120,243153,245273
2025-10-07,2025,10,7,port2044,El Dekheila,Egypt,EGY,3,1,0,0,0,4,4,12020,37474,0,0,0,49495,49495,1068,4840,0,0,0,5908,5908
2025-10-07,2025,10,7,port23,Alexandria,Egypt,EGY,3,3,4,0,2,10,12,14049,47529,5252,0,8654,66831,75486,0,6628,1966,0,5936,8594,14531
2025-10-08,2025,10,8,port2044,El Dekheila,Egypt,EGY,2,1,0,0,2,3,5,3427,56059,0,0,31776,59487,91263,2179,0,0,0,662,2179,2842
2025-10-08,2025,10,8,port23,Alexandria,Egypt,EGY,4,2,1,0,0,7,7,43914,47529,2113,0,0,93557,93557,24256,6628,0,0,0,30884,30884
2025-10-09,2025,10,9,port2044,El Dekheila,Egypt,EGY,0,1,0,0,0,1,1,0,27079,0,0,0,27079,27079,0,0,0,0,0,0,0
2025-10-09,2025,10,9,port23,Alexandria,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-10,2025,10,10,port2044,El Dekheila,Egypt,EGY,4,2,1,0,1,7,8,0,74949,0,0,0,74949,74949,17485,9680,3454,0,31261,30620,61882
2025-10-10,2025,10,10,port23,Alexandria,Egypt,EGY,5,3,8,2,1,18,19,29121,71294,10210,3936,0,114562,114562,76895,9942,7317,0,5956,94155,100111
2025-10-11,2025,10,11,port2044,El Dekheila,Egypt,EGY,3,2,1,0,0,6,6,6485,66176,1703,0,0,74365,74365,2787,4840,1060,0,0,8688,8688
2025-10-11,2025,10,11,port23,Alexandria,Egypt,EGY,3,4,4,0,0,11,11,19280,54651,5252,0,0,79184,79184,10520,14809,5585,0,0,30914,30914
2025-10-12,2025,10,12,port2044,El Dekheila,Egypt,EGY,2,2,1,0,0,5,5,23064,69923,3114,0,0,96102,96102,2179,4840,0,0,0,7020,7020
2025-10-12,2025,10,12,port23,Alexandria,Egypt,EGY,3,0,0,0,1,3,4,12969,0,0,0,1865,12969,14835,36323,0,0,0,0,36323,36323
2025-10-13,2025,10,13,port2044,El Dekheila,Egypt,EGY,0,5,2,0,1,7,8,0,176167,2651,0,0,178818,178818,0,9680,1060,0,30969,10741,41710
2025-10-13,2025,10,13,port23,Alexandria,Egypt,EGY,8,8,9,0,3,25,28,51971,229765,28382,0,28711,310120,338832,18793,9942,16429,0,5615,45165,50780
2025-10-14,2025,10,14,port2044,El Dekheila,Egypt,EGY,3,4,0,0,0,7,7,4435,266609,0,0,0,271045,271045,6716,9680,0,0,0,16396,16396
2025-10-14,2025,10,14,port23,Alexandria,Egypt,EGY,7,2,1,0,3,10,13,58432,60396,2033,0,57265,120862,178127,76328,0,0,0,0,76328,76328
2025-10-15,2025,10,15,port2044,El Dekheila,Egypt,EGY,3,2,0,0,0,5,5,5198,28811,0,0,0,34009,34009,4485,61903,0,0,0,66388,66388
2025-10-15,2025,10,15,port23,Alexandria,Egypt,EGY,1,4,2,1,2,8,10,3389,115851,4054,0,8795,123295,132090,0,10227,613,0,0,10841,10841
2025-10-16,2025,10,16,port2044,El Dekheila,Egypt,EGY,3,3,0,0,0,6,6,4385,63810,0,0,0,68195,68195,5669,4840,0,0,0,10510,10510
2025-10-16,2025,10,16,port23,Alexandria,Egypt,EGY,5,2,1,1,2,9,11,10523,95775,1854,1357,8654,109511,118166,36086,0,613,30,4619,36730,41350
2025-10-17,2025,10,17,port2044,El Dekheila,Egypt,EGY,2,1,0,0,1,3,4,0,37474,0,0,0,37474,37474,1770,4840,0,0,0,6610,6610
2025-10-17,2025,10,17,port23,Alexandria,Egypt,EGY,6,1,2,0,2,9,11,69805,9136,1854,0,0,80797,80797,10048,0,18921,0,6384,28970,35355
2025-10-18,2025,10,18,port2044,El Dekheila,Egypt,EGY,2,1,0,0,3,3,6,2192,37474,0,0,67155,39667,106822,2988,4840,0,0,7999,7828,15828
2025-10-18,2025,10,18,port23,Alexandria,Egypt,EGY,3,2,6,1,2,12,14,27514,27694,12453,1398,19370,69059,88429,26147,544,2580,0,13387,29272,42659
2025-10-19,2025,10,19,port2044,El Dekheila,Egypt,EGY,1,4,0,0,0,5,5,20872,54195,0,0,0,75068,75068,0,56400,0,0,0,56400,56400
2025-10-19,2025,10,19,port23,Alexandria,Egypt,EGY,4,1,2,1,1,8,9,29316,23764,3838,6889,2279,63809,66089,13872,3314,2501,0,0,19688,19688
2025-10-20,2025,10,20,port2044,El Dekheila,Egypt,EGY,1,3,0,0,2,4,6,0,114762,0,0,0,114762,114762,2301,4840,0,0,31373,7142,38515
2025-10-20,2025,10,20,port23,Alexandria,Egypt,EGY,6,1,4,3,2,14,16,26175,24068,1854,4152,8654,56251,64906,130422,0,4862,0,3494,135284,138779
2025-10-21,2025,10,21,port2044,El Dekheila,Egypt,EGY,5,1,0,0,2,6,8,6377,52822,0,0,5905,59200,65106,8945,0,0,0,36477,8945,45423
2025-10-21,2025,10,21,port23,Alexandria,Egypt,EGY,3,4,6,1,0,14,14,178236,51337,11186,1357,0,242117,242117,40349,23501,6642,30,0,70523,70523
2025-10-22,2025,10,22,port2044,El Dekheila,Egypt,EGY,4,3,1,0,0,8,8,3859,74949,0,0,0,78808,78808,6616,9680,6667,0,0,22964,22964
2025-10-22,2025,10,22,port23,Alexandria,Egypt,EGY,4,3,2,0,2,9,11,26752,27155,1781,0,39648,55689,95337,18464,0,3076,0,3494,21541,25035
2025-10-23,2025,10,23,port2044,El Dekheila,Egypt,EGY,3,2,0,0,0,5,5,1854,74949,0,0,0,76803,76803,2799,9680,0,0,0,12480,12480
2025-10-23,2025,10,23,port23,Alexandria,Egypt,EGY,3,0,1,0,0,4,4,13023,0,1854,0,0,14878,14878,7526,0,613,0,0,8139,8139
2025-10-24,2025,10,24,port2044,El Dekheila,Egypt,EGY,2,2,0,0,2,4,6,3459,63407,0,0,14983,66867,81851,2255,4840,0,0,31934,7095,39029
2025-10-24,2025,10,24,port23,Alexandria,Egypt,EGY,9,0,1,1,1,11,12,52189,0,820,1387,0,54397,54397,70243,0,0,0,4962,70243,75206
2025-10-25,2025,10,25,port2044,El Dekheila,Egypt,EGY,2,2,1,0,1,5,6,0,72952,0,0,9568,72952,82521,1214,4840,3635,0,7144,9690,16835
2025-10-25,2025,10,25,port23,Alexandria,Egypt,EGY,1,2,2,0,0,5,5,13940,47461,8402,0,0,69804,69804,0,0,613,0,0,613,613
2025-10-26,2025,10,26,port2044,El Dekheila,Egypt,EGY,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29172,0,29172
2025-10-26,2025,10,26,port23,Alexandria,Egypt,EGY,4,2,0,0,0,6,6,8156,65737,0,0,0,73894,73894,8494,3314,0,0,0,11808,11808
2025-10-27,2025,10,27,port2044,El Dekheila,Egypt,EGY,2,5,0,0,3,7,10,17561,194006,0,0,50799,211568,262367,1759,9680,0,0,7144,11439,18584
2025-10-27,2025,10,27,port23,Alexandria,Egypt,EGY,6,2,7,0,6,15,21,39287,81510,11603,0,42971,132401,175372,35830,3314,5695,0,16952,44840,61792
2025-10-28,2025,10,28,port2044,El Dekheila,Egypt,EGY,4,3,0,0,0,7,7,6393,259581,0,0,0,265974,265974,3015,4840,0,0,0,7855,7855
2025-10-28,2025,10,28,port23,Alexandria,Egypt,EGY,4,3,1,1,1,9,10,11562,51719,0,3556,0,66838,66838,75815,20902,6794,0,14662,103511,118174
2025-10-29,2025,10,29,port2044,El Dekheila,Egypt,EGY,4,3,0,0,0,7,7,3518,35521,0,0,0,39040,39040,8398,34101,0,0,0,42500,42500
2025-10-29,2025,10,29,port23,Alexandria,Egypt,EGY,3,1,6,0,2,10,12,12882,35524,7301,0,0,55709,55709,5000,0,3557,0,2176,8557,10734
2025-10-30,2025,10,30,port2044,El Dekheila,Egypt,EGY,1,3,0,0,1,4,5,2192,127658,0,0,14662,129851,144513,2179,4840,0,0,0,7020,7020
2025-10-30,2025,10,30,port23,Alexandria,Egypt,EGY,4,1,6,1,1,12,13,17936,0,6115,437,0,24489,24489,24270,15087,5207,0,6143,44565,50708
2025-10-31,2025,10,31,port2044,El Dekheila,Egypt,EGY,2,1,0,0,1,3,4,2192,2334,0,0,5905,4527,10432,4867,0,0,0,9098,4867,13966
2025-10-31,2025,10,31,port23,Alexandria,Egypt,EGY,5,3,0,1,3,9,12,52693,79047,0,644,32874,132385,165259,28911,7509,0,0,6510,36420,42931
2025-11-01,2025,11,1,port2044,El Dekheila,Egypt,EGY,1,2,0,0,3,3,6,2192,1380,0,0,2159,3573,5733,2179,2905,0,0,59425,5085,64511
2025-11-01,2025,11,1,port23,Alexandria,Egypt,EGY,4,1,4,0,0,9,9,8672,23764,5996,0,0,38434,38434,219588,3314,5801,0,0,228703,228703
2025-11-02,2025,11,2,port2044,El Dekheila,Egypt,EGY,1,3,0,0,0,4,4,0,118679,0,0,0,118679,118679,17286,9680,0,0,0,26967,26967
2025-11-02,2025,11,2,port23,Alexandria,Egypt,EGY,4,1,1,0,0,6,6,17345,0,0,0,0,17345,17345,42497,0,124,0,0,42621,42621
2025-11-03,2025,11,3,port2044,El Dekheila,Egypt,EGY,2,0,2,0,1,4,5,851,0,3406,0,5905,4258,10163,4923,0,2120,0,9098,7044,16142
2025-11-03,2025,11,3,port23,Alexandria,Egypt,EGY,7,2,2,1,0,12,12,30141,111231,2271,311,0,143956,143956,53485,0,613,0,0,54099,54099
2025-11-04,2025,11,4,port2044,El Dekheila,Egypt,EGY,5,2,1,0,1,8,9,17070,100284,0,0,1533,117354,118888,2179,0,5015,0,0,7195,7195
2025-11-04,2025,11,4,port23,Alexandria,Egypt,EGY,2,2,3,0,1,7,8,0,36970,8027,0,8654,44997,53652,10890,0,1227,0,3494,12117,15612
2025-11-05,2025,11,5,port2044,El Dekheila,Egypt,EGY,5,2,0,0,0,7,7,15510,126917,0,0,0,142428,142428,6099,0,0,0,0,6099,6099
2025-11-05,2025,11,5,port23,Alexandria,Egypt,EGY,2,4,7,1,2,14,16,21322,78389,12551,0,7294,112263,119558,6825,27645,1227,0,5671,35698,41370
2025-11-06,2025,11,6,port2044,El Dekheila,Egypt,EGY,4,0,1,0,2,5,7,2192,0,0,0,36764,2192,38957,10618,0,1089,0,990,11708,12698
2025-11-06,2025,11,6,port23,Alexandria,Egypt,EGY,3,2,4,0,2,9,11,8672,23764,6395,0,8654,38833,47488,72120,5679,1840,0,3494,79640,83135
2025-11-07,2025,11,7,port2044,El Dekheila,Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-07,2025,11,7,port23,Alexandria,Egypt,EGY,5,1,3,0,3,9,12,26221,23764,3397,0,28967,53383,82350,14091,3314,2553,0,4330,19959,24289
2025-11-08,2025,11,8,port2044,El Dekheila,Egypt,EGY,3,2,0,0,0,5,5,9088,62809,0,0,0,71897,71897,2179,0,0,0,0,2179,2179
2025-11-08,2025,11,8,port23,Alexandria,Egypt,EGY,5,2,3,3,0,13,13,29431,23764,3674,1945,0,58816,58816,120322,24410,2161,0,0,146894,146894
2025-11-09,2025,11,9,port2044,El Dekheila,Egypt,EGY,3,1,0,0,0,4,4,17754,37474,0,0,0,55228,55228,2255,4840,0,0,0,7095,7095
2025-11-09,2025,11,9,port23,Alexandria,Egypt,EGY,2,3,1,0,1,6,7,2470,64874,1854,0,0,69199,69199,38071,3314,613,0,2658,41999,44657
2025-11-10,2025,11,10,port2044,El Dekheila,Egypt,EGY,1,6,2,0,2,9,11,0,231392,1703,0,0,233095,233095,6367,26013,3969,0,31434,36350,67784
2025-11-10,2025,11,10,port23,Alexandria,Egypt,EGY,5,1,3,0,2,9,11,23083,23764,5463,0,1844,52311,54155,94254,3314,4467,0,0,102035,102035
2025-11-11,2025,11,11,port2044,El Dekheila,Egypt,EGY,3,2,1,0,1,6,7,6762,37474,6930,0,6878,51167,58045,903,35750,0,0,0,36654,36654
2025-11-11,2025,11,11,port23,Alexandria,Egypt,EGY,3,2,0,1,1,6,7,28192,83016,0,0,0,111208,111208,13651,3314,0,2457,2448,19423,21872
2025-11-12,2025,11,12,port2044,El Dekheila,Egypt,EGY,3,0,1,0,2,4,6,2192,0,1341,0,5905,3534,9439,4358,0,0,0,10342,4358,14700
2025-11-12,2025,11,12,port23,Alexandria,Egypt,EGY,6,6,1,1,2,14,16,103385,98609,1854,1357,0,205207,205207,25475,67977,613,30,3373,94097,97471
2025-11-13,2025,11,13,port2044,El Dekheila,Egypt,EGY,1,2,1,0,1,4,5,2192,70267,0,0,190,72459,72650,2179,4840,318,0,0,7339,7339
2025-11-13,2025,11,13,port23,Alexandria,Egypt,EGY,5,1,2,0,0,8,8,144565,23764,1854,0,0,170185,170185,9108,3314,4473,0,0,16896,16896
2025-11-14,2025,11,14,port2044,El Dekheila,Egypt,EGY,1,0,0,0,0,1,1,2295,0,0,0,0,2295,2295,0,0,0,0,0,0,0
2025-11-14,2025,11,14,port23,Alexandria,Egypt,EGY,4,2,0,0,0,6,6,26017,81698,0,0,0,107716,107716,27679,3314,0,0,0,30993,30993
2025-11-15,2025,11,15,port2044,El Dekheila,Egypt,EGY,2,0,0,0,0,2,2,2192,0,0,0,0,2192,2192,4423,0,0,0,0,4423,4423
2025-11-15,2025,11,15,port23,Alexandria,Egypt,EGY,1,0,0,1,0,2,2,0,0,0,1403,0,1403,1403,1813,0,0,0,0,1813,1813
2025-11-16,2025,11,16,port2044,El Dekheila,Egypt,EGY,2,2,2,0,2,6,8,30735,12651,0,0,5580,43387,48968,0,0,9793,0,9571,9793,19365
2025-11-16,2025,11,16,port23,Alexandria,Egypt,EGY,4,4,5,0,0,13,13,26622,96368,12328,0,0,135319,135319,29376,0,4208,0,0,33585,33585
2025-11-17,2025,11,17,port2044,El Dekheila,Egypt,EGY,2,1,1,0,0,4,4,2192,33814,0,0,0,36006,36006,4590,11645,3828,0,0,20064,20064
2025-11-17,2025,11,17,port23,Alexandria,Egypt,EGY,8,5,3,0,5,16,21,157168,162061,8413,0,75981,327642,403624,27893,10227,1227,0,3494,39348,42843
2025-11-18,2025,11,18,port2044,El Dekheila,Egypt,EGY,2,1,0,0,1,3,4,171,0,0,0,9568,171,9740,1879,52509,0,0,7144,54388,61533
2025-11-18,2025,11,18,port23,Alexandria,Egypt,EGY,4,2,3,1,0,10,10,28931,26697,3861,1357,0,60848,60848,8093,3314,1227,30,0,12665,12665
2025-11-19,2025,11,19,port2044,El Dekheila,Egypt,EGY,4,3,1,0,1,8,9,20898,140958,0,0,5905,161856,167762,1819,0,2739,0,9098,4559,13657
2025-11-19,2025,11,19,port23,Alexandria,Egypt,EGY,5,4,2,0,1,11,12,39472,38149,3709,0,0,81331,81331,8187,20042,1227,0,7061,29457,36518
2025-11-20,2025,11,20,port2044,El Dekheila,Egypt,EGY,4,1,0,0,1,5,6,1171,0,0,0,11956,1171,13127,488,11749,0,0,0,12238,12238
2025-11-20,2025,11,20,port23,Alexandria,Egypt,EGY,5,1,3,1,2,10,12,71118,23764,5564,0,0,100448,100448,11012,3314,1840,0,8316,16167,24483
